code,name,industry,report_period,rev,gross_margin,roa,asset_turnover,inventory_turnover,debt_ratio,operating_cf_ratio,net_profit_yi,net_margin,pe,pb,ps,dividend_yield,market_cap,revenue_2025,gross_margin_2025,roic_2025_raw,revenue_yoy,quality_score,quality_rank,cash_ratio,valuation_score,recommendation_score,valuation_zone,net_profit,roe,revenue_growth
sz000596,古井贡酒,白酒,2026Q1,74.46,77.85,4.08,0.19,,32.97,,,21.58,16.09,1.74,2.65,6.98,455.0,,,,,67.04886902875676,,25.67,52.5,35.200656240097295,合理·持有,,,
sh603369,今世缘,白酒,2026Q1,43.22,74.4,5.19,0.16,,34.73,,,32.04,13.03,1.86,3.25,4.9,306.0,,,,,66.25176138778065,,48.9,49.5,32.794621886951425,合理·持有,,,
sh603198,迎驾贡酒,白酒,2026Q1,22.3,75.6,5.87,0.16,,21.4,,,37.43,13.62,2.36,4.37,4.42,271.0,,,,,72.95084114953897,,50.92,40.5,29.545090665563283,合理·持有,,,
sz002304,洋河股份,白酒,2026Q1,81.86,75.42,4.12,0.14,,18.17,,,29.89,62.27,1.28,3.87,5.52,632.0,,,,,65.38463666902409,,23.68,41.0,26.807701034299875,合理·持有,,,
sh600519,贵州茅台,白酒,2026Q1,539.09,89.91,8.73,0.18,,12.12,,,49.8,18.98,5.86,9.12,4.12,15701.0,,,,,90.62964385234,,49.19,29.5,26.735744936440295,偏高·减仓,,,
sh600809,山西汾酒,白酒,2026Q1,149.23,75.05,8.92,0.25,,29.26,,,36.07,12.98,3.17,3.84,3.08,1426.0,,,,,84.59991216482543,,55.31,31.5,26.648972331920007,偏高·减仓,,,
sh603589,口子窖,白酒,2026Q1,13.75,67.61,2.56,0.11,,17.19,,,23.9,30.14,1.1,3.32,6.59,118.0,,,,,51.00888803220722,,-9.83,44.5,22.69895517433221,合理·持有,,,
sz002646,天佑德酒,白酒,2026Q1,4.06,61.76,1.52,0.13,,10.22,,,11.93,-228.72,1.17,3.13,0.16,34.0,,,,,57.0639775974028,,35.87,38.0,21.684311487013066,偏高·减仓,,,
sz000858,五粮液,白酒,2026Q1,228.38,81.43,4.15,0.12,,34.31,,,35.3,24.37,2.4,6.64,7.26,3071.0,,,,,56.19284533899505,,-11.1,34.5,19.38653164195329,偏高·减仓,,,
sh600559,老白干酒,白酒,2026Q1,12.2,64.1,1.89,0.14,,38.23,,,13.56,24.17,1.95,2.56,4.7,107.0,,,,,49.23768428981133,,29.32,37.5,18.46413160867925,偏高·减仓,,,
sh600197,伊力特,白酒,2026Q1,6.06,51.53,1.69,0.1,,37.81,,,17.3,28.97,1.29,3.35,4.15,51.0,,,,,35.47237394130184,,13.71,41.5,14.721035185640265,合理·持有,,,
sz000860,顺鑫农业,白酒,2026Q1,24.11,37.55,0.86,0.18,,47.67,,,4.8,-24.11,1.12,1.21,1.45,77.0,,,,,27.051014364659714,,-15.42,53.5,14.472292685092947,合理·持有,,,
sh603919,金徽酒,白酒,2026Q1,10.92,62.9,3.82,0.2,,35.48,,,18.73,27.82,2.67,3.12,2.78,90.0,,,,,58.56897026803418,,27.89,20.5,12.006638904947003,偏高·减仓,,,
sh600779,水井坊,白酒,2026Q1,8.16,79.84,2.03,0.1,,36.94,,,20.96,37.18,2.72,4.97,3.27,144.0,,,,,51.79872796695598,,8.61,21.5,11.136726512895535,偏高·减仓,,,
sh600702,舍得酒业,白酒,2026Q1,14.81,66.35,1.79,0.11,,44.12,,,15.63,120.05,1.85,3.01,0.78,130.0,,,,,40.04990233264893,,-6.88,21.5,8.61072900151952,偏高·减仓,,,
sz000799,酒鬼酒,白酒,2026Q1,3.17,67.3,0.68,0.07,,22.03,,,10.46,-403.31,3.47,12.12,1.49,131.0,,,,,41.69799492787976,,-12.38,16.5,6.8801691631001605,极度高估·卖出,,,
sh600199,金种子酒,白酒,2026Q1,1.9,51.09,-0.5,0.06,,35.34,,,-8.01,-25.88,2.33,7.34,0.0,45.0,,,,,20.7866709703356,,-41.45,19.5,4.053400839215441,极度高估·卖出,,,
sz000995,皇台酒业,白酒,2026Q1,0.32,65.15,-0.94,0.06,,67.03,,,-15.1,335.64,11.9,12.07,0.0,20.0,,,,,15.813598166539348,,-107.79,0.0,0.0,极度高估·卖出,,,
sh601166,兴业银行,银行,2026Q1,550.9,,0.21,,,,,,,5.16,0.48,1.84,8.61,3996.0,,,,,62.83421031964188,,,75.0,47.1256577397314,低估·加仓,238.8,2.89,
sh600015,华夏银行,银行,2026Q1,285.6,,0.18,,,,,,,4.07,0.34,1.11,5.84,1105.0,,,,,50.2932144820545,,,93.45238095238096,47.0002063909676,极度低估·买入,38.5,2.5,
sh601577,长沙银行,银行,2026Q1,128.1,,0.18,,,,,,,4.73,0.53,1.48,6.4,389.0,,,,,55.899578522997984,,,79.28571428571428,44.32038011466268,低估·加仓,25.3,2.5,
sh601997,贵阳银行,银行,2026Q1,95.7,,0.18,,,,,,,3.97,0.32,1.62,5.23,210.0,,,,,48.4985994397759,,,89.16666666666666,43.24458450046684,极度低估·买入,20.8,2.5,
sh601818,光大银行,银行,2026Q1,425.0,,0.18,,,,,,,4.95,0.37,1.48,5.99,1873.0,,,,,47.84773161601089,,,87.26190476190477,41.75284199349522,极度低估·买入,110.1,2.5,
sh603323,苏农银行,银行,2026Q1,30.6,,0.18,,,,,,,4.66,0.5,2.25,5.32,96.0,,,,,52.65525275530773,,,73.21428571428571,38.5511671958503,低估·加仓,6.8,2.5,
sz000001,平安银行,银行,2026Q1,457.2,,0.18,,,,,,,5.1,0.47,1.62,5.29,2195.0,,,,,48.57536846514307,,,77.02380952380952,37.41459928208044,低估·加仓,121.3,2.5,
sh600016,民生银行,银行,2026Q1,1181.8,,0.18,,,,,,,5.36,0.27,1.08,5.52,1572.0,,,,,42.59851043221027,,,84.64285714285714,36.05659633012083,极度低估·买入,345.6,2.5,
sh600908,无锡银行,银行,2026Q1,23.7,,0.18,,,,,,,5.22,0.52,2.45,5.97,121.0,,,,,51.94319223016309,,,65.71428571428571,34.13409775125003,低估·加仓,5.8,2.5,
sh601528,瑞丰银行,银行,2026Q1,20.5,,0.18,,,,,,,4.76,0.47,2.11,4.41,93.0,,,,,46.23558208330061,,,71.19047619047619,32.9153310545402,低估·加仓,4.3,2.5,
sz002839,张家港行,银行,2026Q1,26.4,,0.18,,,,,,,5.27,0.56,2.21,5.12,105.0,,,,,51.5904997513024,,,61.9047619047619,31.936976036520527,低估·加仓,6.1,2.5,
sh601229,上海银行,银行,2026Q1,241.9,,0.18,,,,,,,5.42,0.53,2.34,5.63,1313.0,,,,,51.246708029006,,,60.35714285714285,30.931048774650048,低估·加仓,66.4,2.5,
sz002958,青农商行,银行,2026Q1,48.5,,0.18,,,,,,,5.13,0.43,1.65,4.07,164.0,,,,,42.1256577397314,,,73.09523809523809,30.79184982404176,低估·加仓,10.7,2.5,
sh600036,招商银行,银行,2026Q1,869.4,,0.29,,,,,,,6.52,0.87,2.85,7.73,9828.0,,,,,86.7745883400089,,,33.09523809523809,28.71825661728865,偏高·减仓,380.5,3.37,
sz002807,江阴银行,银行,2026Q1,27.2,,0.18,,,,,,,5.3,0.55,2.54,4.96,109.0,,,,,50.259836644938346,,,57.02380952380953,28.660073515387467,合理·持有,6.3,2.5,
sh601169,北京银行,银行,2026Q1,245.4,,0.18,,,,,,,5.35,0.39,1.54,3.85,1097.0,,,,,38.12142988036336,,,70.5952380952381,26.911914189351755,低估·加仓,68.2,2.5,
sh601998,中信银行,银行,2026Q1,731.9,,0.18,,,,,,,6.03,0.59,1.98,4.94,4296.0,,,,,47.92005026309589,,,55.0,26.35602764470274,合理·持有,199.3,2.5,
sh601916,浙商银行,银行,2026Q1,198.5,,0.18,,,,,,,6.56,0.46,1.35,5.03,851.0,,,,,39.96722427288673,,,62.61904761904763,25.027095199450503,低估·加仓,53.1,2.5,
sh601128,常熟银行,银行,2026Q1,56.1,,0.18,,,,,,,5.43,0.74,1.98,3.8,236.0,,,,,48.58093143799576,,,47.38095238095238,23.01810799085989,合理·持有,10.9,2.5,
sh600928,西安银行,银行,2026Q1,57.3,,0.18,,,,,,,5.84,0.44,1.43,2.82,157.0,,,,,35.355519778004656,,,64.52380952380952,22.812728237712527,低估·加仓,8.6,2.5,
sz001227,兰州银行,银行,2026Q1,34.8,,0.18,,,,,,,6.57,0.39,1.53,4.76,121.0,,,,,36.34906672949553,,,61.66666666666666,22.41525781652224,低估·加仓,7.1,2.5,
sh600919,江苏银行,银行,2026Q1,344.0,,0.18,,,,,,,6.09,0.81,2.38,4.66,2149.0,,,,,52.52062881227257,,,40.11904761904762,21.07077608301888,合理·持有,82.5,2.5,
sh600000,浦发银行,银行,2026Q1,465.7,,0.18,,,,,,,6.33,0.42,1.79,3.9,3184.0,,,,,34.138395856785074,,,59.34523809523809,20.259512303104,合理·持有,181.7,2.46,
sh601077,渝农商行,银行,2026Q1,163.5,,0.18,,,,,,,6.49,0.59,2.69,4.45,800.0,,,,,43.98480326710123,,,40.595238095238095,17.85573561200181,合理·持有,33.6,2.5,
sh601009,南京银行,银行,2026Q1,227.1,,0.18,,,,,,,6.45,0.76,2.47,4.26,1439.0,,,,,47.50505248828503,,,35.59523809523809,16.90953654047288,偏高·减仓,53.2,2.5,
sz002948,青岛银行,银行,2026Q1,79.4,,0.18,,,,,,,6.32,0.81,2.21,2.7,345.0,,,,,45.37443388570381,,,34.166666666666664,15.502931577615463,偏高·减仓,18.6,2.5,
sh600926,杭州银行,银行,2026Q1,211.6,,0.18,,,,,,,6.12,0.86,3.01,3.98,1201.0,,,,,51.070918086860914,,,29.761904761904763,15.19967800204194,偏高·减仓,55.7,2.5,
sh601838,成都银行,银行,2026Q1,129.8,,0.18,,,,,,,6.23,0.91,3.41,4.51,837.0,,,,,53.65213749051021,,,27.261904761904766,14.626594625389096,偏高·减仓,35.6,2.5,
sh601825,沪农商行,银行,2026Q1,120.6,,0.18,,,,,,,6.99,0.65,3.26,4.85,862.0,,,,,44.02930704992277,,,29.52380952380953,12.999128748072437,偏高·减仓,33.9,2.5,
sh601328,交通银行,银行,2026Q1,696.9,,0.17,,,,,,,6.38,0.53,2.27,2.25,6150.0,,,,,26.83962494655183,,,42.73809523809524,11.470744471204888,合理·持有,263.9,2.04,
sh601860,紫金银行,银行,2026Q1,23.5,,0.18,,,,,,,7.78,0.48,2.31,3.76,97.0,,,,,29.861527788685564,,,36.66666666666666,10.949226855851371,偏高·减仓,5.1,2.5,
sz002966,苏州银行,银行,2026Q1,72.1,,0.18,,,,,,,6.72,0.71,2.83,2.55,368.0,,,,,38.86241786434199,,,27.5,10.687164912694048,偏高·减仓,18.7,2.5,
sh601665,齐鲁银行,银行,2026Q1,94.5,,0.18,,,,,,,6.66,0.78,2.83,3.61,393.0,,,,,43.5475536008796,,,24.404761904761905,10.627676771643234,偏高·减仓,24.2,2.5,
sh601658,邮储银行,银行,2026Q1,961.8,,0.14,,,,,,,6.93,0.59,1.65,2.43,6089.0,,,,,25.94880319729138,,,37.38095238095238,9.69990976660654,偏高·减仓,258.5,2.22,
sh601398,工商银行,银行,2026Q1,2285.8,,0.18,,,,,,,7.37,0.71,3.14,4.04,27372.0,,,,,37.332971194708406,,,24.4047619047619,9.111022732041931,偏高·减仓,876.1,2.33,
sz002936,郑州银行,银行,2026Q1,34.2,,0.18,,,,,,,8.25,0.35,1.23,1.13,161.0,,,,,18.37955182072829,,,46.07142857142857,8.467722088835535,合理·持有,6.5,2.5,
sh601187,厦门银行,银行,2026Q1,37.6,,0.18,,,,,,,7.58,0.75,3.11,3.9,203.0,,,,,39.90325008508076,,,20.654761904761905,8.241921297335132,偏高·减仓,7.7,2.5,
sz002142,宁波银行,银行,2026Q1,220.0,,0.18,,,,,,,7.21,0.93,2.89,3.65,2171.0,,,,,44.90603157150711,,,14.404761904761903,6.468606928752809,极度高估·卖出,60.4,2.5,
sh601963,重庆银行,银行,2026Q1,66.9,,0.18,,,,,,,7.65,0.76,2.85,1.31,445.0,,,,,35.11186156705672,,,16.19047619047619,5.684777587047279,极度高估·卖出,17.4,2.5,
sh601288,农业银行,银行,2026Q1,2062.6,,0.15,,,,,,,7.98,0.84,3.1,3.72,23484.0,,,,,38.21126207492342,,,12.023809523809522,4.594449368532458,极度高估·卖出,755.8,2.65,
sh601939,建设银行,银行,2026Q1,2064.2,,0.19,,,,,,,8.1,0.78,3.46,1.76,27677.0,,,,,33.052708622389765,,,8.273809523809527,2.734718153876297,极度高估·卖出,868.2,2.33,
sh601988,中国银行,银行,2026Q1,1788.2,,0.16,,,,,,,8.17,0.73,2.94,1.76,20042.0,,,,,18.10002225189141,,,14.702380952380953,2.6611342239387965,极度高估·卖出,609.6,1.84,
sh603444,吉比特,游戏,2026Q1,18.47,93.77,5.86,,,21.61,,,,11.57,4.26,3.38,5.99,235.0,,,,,77.78475870068485,,31.39,57.69230769230769,44.87582232731818,合理·持有,,,82.7
sz002555,三七互娱,游戏,2026Q1,37.2,77.88,3.9,,,34.8,,,,12.47,3.06,2.7,5.64,402.0,,,,,63.31582333759192,,9.87,67.49999999999999,42.73818075287453,低估·加仓,,,59.0
sz002558,巨人网络,游戏,2026Q1,23.29,95.38,5.48,,,19.87,,,,18.49,2.88,7.07,1.4,460.0,,,,,82.15040016891008,,56.76,49.42307692307692,40.60125546809594,合理·持有,,,210.6
sz002517,恺英网络,游戏,2026Q1,22.21,80.75,5.9,,,22.44,,,,14.32,3.06,5.07,0.68,310.0,,,,,65.11013717370275,,19.27,55.0,35.810575445536514,合理·持有,,,50.7
sz002602,世纪华通,游戏,2026Q1,110.1,72.05,4.5,,,28.04,,,,17.08,3.37,2.6,0.41,1073.0,,,,,61.17195120138693,,17.63,54.230769230769226,33.17401968998291,合理·持有,,,50.2
sz300533,冰川网络,游戏,2026Q1,5.0,70.0,2.0,,,25.0,,,,17.98,3.98,2.07,9.15,51.0,,,,,56.25120528077402,,15.0,57.88461538461539,32.5607938259865,合理·持有,,,0.0
sz300002,神州泰岳,游戏,2026Q1,14.01,49.89,1.94,,,12.49,,,,20.16,1.89,2.55,1.33,148.0,,,,,46.28225372431504,,13.89,64.80769230769232,29.994460586719555,低估·加仓,,,-28.3
sz002605,姚记科技,游戏,2026Q1,7.89,37.94,2.54,,,28.24,,,,16.82,2.13,2.94,2.66,78.0,,,,,43.64710217591702,,18.34,67.6923076923077,29.54573070369768,低估·加仓,,,-0.6
sh600633,浙数文化,游戏,2026Q1,5.0,55.0,1.5,,,20.0,,,,24.53,1.39,4.62,0.7,144.0,,,,,41.828045430406846,,10.0,58.26923076923077,24.37288031810245,合理·持有,,,0.0
sz300043,星辉娱乐,游戏,2026Q1,3.0,55.0,1.0,,,25.0,,,,14.71,3.3,2.91,0.21,59.0,,,,,39.99525023452104,,10.0,54.80769230769231,21.92047368622788,合理·持有,,,0.0
sz300031,宝通科技,游戏,2026Q1,9.0,55.0,1.5,,,25.0,,,,42.13,2.71,3.02,0.38,111.0,,,,,37.6509003585632,,10.0,49.42307692307692,18.60823344644373,合理·持有,,,0.0
sz002425,凯撒文化,游戏,2026Q1,1.5,50.0,0.3,,,30.0,,,,-5.1,1.13,5.04,0.0,28.0,,,,,35.942188141811975,,3.0,49.59615384615385,17.825942926487134,合理·持有,,,0.0
sh603258,电魂网络,游戏,2026Q1,2.0,60.0,0.5,,,25.0,,,,-13.81,1.7,8.98,0.0,33.0,,,,,40.855805734107136,,5.0,42.67307692307692,17.43442940845841,合理·持有,,,0.0
sz002174,游族网络,游戏,2026Q1,3.0,60.0,1.0,,,25.0,,,,-40.28,2.38,7.87,0.0,108.0,,,,,43.11676694106225,,8.0,39.98076923076923,17.2384150904747,偏高·减仓,,,0.0
sz300315,掌趣科技,游戏,2026Q1,2.0,55.0,0.5,,,20.0,,,,-88.4,2.47,16.05,0.0,116.0,,,,,41.04164380857105,,5.0,34.98076923076923,14.35668270919053,偏高·减仓,,,0.0
sz002624,完美世界,游戏,2026Q1,11.71,66.71,1.0,,,30.17,,,,50.9,4.12,4.79,2.37,270.0,,,,,32.05473707583416,,-12.78,37.88461538461539,12.143813853729482,偏高·减仓,,,-66.0
sz300113,顺网科技,游戏,2026Q1,3.0,65.0,1.0,,,20.0,,,,31.34,5.28,9.36,0.46,133.0,,,,,40.06982961812757,,8.0,29.230769230769237,11.71271942683729,偏高·减仓,,,0.0
sz300418,昆仑万维,游戏,2026Q1,25.7,66.23,-4.44,,,26.79,,,,-28.69,3.83,5.65,0.0,491.0,,,,,36.602490239506885,,3.48,31.90384615384616,11.677602174488833,偏高·减仓,,,-15.3
sz300494,盛天网络,游戏,2026Q1,2.0,65.0,0.5,,,20.0,,,,2952.47,3.15,4.04,0.0,46.0,,,,,33.76732978959234,,8.0,32.21153846153846,10.87697642260907,偏高·减仓,,,0.0
sz002919,名臣健康,游戏,2026Q1,2.0,55.0,1.0,,,25.0,,,,218.67,6.8,3.57,0.24,54.0,,,,,31.369485391180028,,8.0,29.615384615384617,9.290193750464857,偏高·减仓,,,0.0
sz300299,富春股份,游戏,2026Q1,1.0,50.0,0.3,,,25.0,,,,-50.61,10.06,9.41,0.0,38.0,,,,,36.700333437176255,,5.0,18.05769230769231,6.627233287982405,极度高估·卖出,,,0.0
sz300052,中青宝,游戏,2026Q1,1.0,50.0,0.3,,,20.0,,,,-55.65,9.32,18.9,0.0,32.0,,,,,38.03331130974357,,5.0,16.903846153846153,6.429092431012422,极度高估·卖出,,,0.0
sz300459,汤姆猫,游戏,2026Q1,3.0,55.0,0.5,,,20.0,,,,-11.51,18.39,14.44,0.0,135.0,,,,,41.90408064231708,,5.0,14.98076923076923,6.277553619300963,极度高估·卖出,,,0.0
sh600715,文投控股,游戏,2026Q1,1.0,40.0,-0.5,,,40.0,,,,-111.88,6.53,28.48,0.0,71.0,,,,,28.572127185293184,,3.0,17.67307692307692,5.049574016016236,极度高估·卖出,,,0.0
sh600892,*ST大晟,游戏,2026Q1,0.5,30.0,-1.0,,,50.0,,,,-22.74,228.37,5.76,0.0,20.0,,,,,22.21336747074268,,0.0,18.442307692307693,4.096657577777353,极度高估·卖出,,,0.0
sz300467,迅游科技,游戏,2026Q1,1.0,70.0,0.3,,,15.0,,,,268.53,10.4,23.13,0.0,68.0,,,,,34.67385901608196,,10.0,8.17307692307692,2.83392116958362,极度高估·卖出,,,0.0
